x,fx
-2.922992299229923,1.09693453411886204385597045961536e-103
-2.922292229222922,1.16863085679526667560616632475680e-103
-2.9215921592159217,1.24501276179878045521602870769763e-103
-2.920892089208921,1.32638643164236061665980109049615e-103
-2.92019201920192,1.41307805422341334464345563854771e-103
-2.9194919491949194,1.50543512978512232832836275986387e-103
-2.9187918791879186,1.60382786325234236890417362043852e-103
-2.9180918091809183,1.70865064751748286509898793601641e-103
-2.9173917391739175,1.82032364361814653747327361699061e-103
-2.9166916691669167,1.93929446413318622563485986791862e-103
-2.915991599159916,2.06603996654046131756758319722429e-103
-2.915291529152915,2.20106816371720095163395794509466e-103
-2.9145914591459148,2.34492025923368372558125788595958e-103
-2.913891389138914,2.49817281559241146148715253985481e-103
-2.913191319131913,2.66144006409273328398869540003482e-103
-2.9124912491249124,2.83537636557356117526764666514360e-103
-2.9117911791179116,3.02067883188699661207300237741922e-103
-2.9110911091109113,3.21809011859916730090337328806712e-103
-2.9103910391039105,3.42840140010357389818884521499289e-103
-2.9096909690969097,3.65245553905693397975327432475575e-103
-2.908990899089909,3.89115046283172058484663050343637e-103
-2.908290829082908,4.14544276050335714214080592617133e-103
-2.907590759075908,4.41635151477428295555462353720638e-103
-2.906890689068907,4.70496238418167610587472694570157e-103
-2.9061906190619062,5.01243195192674300186601814618309e-103
-2.9054905490549054,5.33999235874666381277768579929965e-103
-2.9047904790479047,5.68895623837182214162087840812833e-103
-2.9040904090409043,6.06072197533213162386670386442567e-103
-2.9033903390339035,6.45677930616315611352903488009622e-103
-2.9026902690269027,6.87871528643538013130860607631003e-103
-2.901990199019902,7.32822064749987425840082081387741e-103
-2.901290129012901,7.80709656839774774503774534055894e-103
-2.9005900590059004,8.31726189004409537044582368135065e-103
-2.8998899889989,8.86076080057187451001998840174295e-103
-2.8991899189918993,9.43977102259916903215888058211505e-103
-2.8984898489848985,1.00566125351974332605599037042504e-102
-2.8977897789778977,1.07137568654792076134463693606055e-102
-2.897089708970897,1.14138369869996154602995847311441e-102
-2.8963896389638966,1.21596578645972958726462580746761e-102
-2.8956895689568958,1.29542076878882812483511263826326e-102
-2.894989498949895,1.38006698383766180892415480779403e-102
-2.894289428942894,1.47024356380933983725653281022982e-102
-2.8935893589358934,1.56631179307886848286991927539820e-102
-2.892889288928893,1.66865655500476852673210590665353e-102
-2.8921892189218923,1.77768787322382552370724408228244e-102
-2.8914891489148915,1.89384255359856243256978930842691e-102
-2.8907890789078907,2.01758593339005361193452985902799e-102
-2.89008900890089,2.14941374465702553415590600638379e-102
-2.8893889388938896,2.28985409933979837371754739292190e-102
-2.888688868886889,2.43946960397464177063604970286128e-102
-2.887988798879888,2.59885961250210329052764154980658e-102
-2.8872887288728872,2.76866262618640093945041551375916e-102
-2.8865886588658864,2.94955885025169900311266544059415e-102
-2.885888588858886,3.14227291746650556199479394775967e-102
-2.8851885188518853,3.34757678957814976820161749960834e-102
-2.8844884488448845,3.56629284820763606608378389923920e-102
-2.8837883788378837,3.79929718757685098087745563870128e-102
-2.883088308830883,4.04752312224477971416209566215251e-102
-2.882388238823882,4.31196492389125960291717478669816e-102
-2.881688168816882,4.59368180210145829416984178984521e-102
-2.880988098809881,4.89380214508566892990353706879214e-102
-2.8802880288028803,5.21352803729762319435049140434082e-102
-2.8795879587958795,5.55414007203920687120034493248238e-102
-2.8788878887888787,5.91700247830263765941760693772978e-102
-2.8781878187818783,6.30356858236994747263625032638519e-102
-2.8774877487748776,6.71538662602475623368922063769028e-102
-2.8767876787678768,7.15410596465557126174303613442014e-102
-2.876087608760876,7.62148367005575974517201762414846e-102
-2.875387538753875,8.11939156433890860068658508835001e-102
-2.874687468746875,8.64982371311383745904821257973234e-102
-2.873987398739874,9.21490440790800573959487079348491e-102
-2.8732873287328733,9.81689666976588387200775956743715e-102
-2.8725872587258725,1.04582113080641027627653684982432e-101
-2.8718871887188717,1.11414165707746161891713226822324e-101
-2.8711871187118714,1.18692484247946614677346421059783e-101
-2.8704870487048706,1.26446215074757443629702424976001e-101
-2.86978697869787,1.34706407931608781735899975103489e-101
-2.869086908690869,1.43506140214188326307663563319516e-101
-2.8683868386838682,1.52880649366860387123838868615096e-101
-2.867686768676868,1.62867473922958778757369745755078e-101
-2.866986698669867,1.73506603753183061793913753669637e-101
-2.8662866286628663,1.84840640123093830205308608782542e-101
-2.8655865586558655,1.96914966200245409228590106015740e-101
-2.8648864886488647,2.09777928692869058471539963008963e-101
-2.8641864186418644,2.23481031346869164397269987602762e-101
-2.8634863486348636,2.38079141075214726733821329272913e-101
-2.862786278627863,2.53630707544181072694097841027081e-101
-2.862086208620862,2.70197997095083150435923571450403e-101
-2.8613861386138613,2.87847341937003863690162511884647e-101
-2.860686068606861,3.06649405607558183894843742287435e-101
-2.85998599859986,3.26679465763453604579850817140863e-101
-2.8592859285928593,3.48017715431937577016189945890924e-101
-2.8585858585858586,3.70749583928446079088892561016528e-101
-2.8578857885788578,3.94966078723791767654037764453522e-101
-2.857185718571857,4.20764149628501293353025895718469e-101
-2.8564856485648566,4.48247076750940001381513641261340e-101
-2.855785578557856,4.77524883781036732104360370935101e-101
-2.855085508550855,5.08714778252469582482631846126750e-101
-2.8543854385438543,5.41941620544340098568951506891884e-101
-2.8536853685368535,5.77338423498257696245597846334284e-101
-2.852985298529853,6.15046884648778903633109047550006e-101
-2.8522852285228524,6.55217953196200362248066261503819e-101
-2.8515851585158516,6.98012433988968578009623408696196e-101
-2.850885088508851,7.43601630931428896405152531070193e-101
-2.85018501850185,7.92168032390181384755495678906163e-101
-2.8494849484948497,8.43906041339760748443392828184822e-101
-2.848784878487849,8.99022753168374979745099452518332e-101
-2.848084808480848,9.57738784253275021214717104561647e-101
-2.8473847384738473,1.02028915462008012817352418338227e-100
-2.8466846684668465,1.08692422821565021298528560304893e-100
-2.845984598459846,1.15791071455422511928590530735468e-100
-2.8452845284528454,1.23353273574291114566768355538416e-100
-2.8445844584458446,1.31409296315280651037354011963144e-100
-2.843884388438844,1.39991382828138317079887780114316e-100
-2.843184318431843,1.49133881264816895182562636191645e-100
-2.8424842484248423,1.58873382188089119252486294012063e-100
-2.841784178417842,1.69248864948749068672834616022573e-100
-2.841084108410841,1.80301853616632017317006816804934e-100
-2.8403840384038403,1.92076583088886858055203169051870e-100
-2.8396839683968396,2.04620176039837433711051642514131e-100
-2.838983898389839,2.17982831419760522271370329968793e-100
-2.8382838283828384,2.32218025256369318631840061445101e-100
-2.8375837583758377,2.47382724561804273218716386182422e-100
-2.836883688368837,2.63537615200381230613722506784021e-100
-2.836183618361836,2.80747344628158716116888774254066e-100
-2.8354835483548353,2.99080780474746782525803232184369e-100
-2.834783478347835,3.18611286001277048878129480433818e-100
-2.834083408340834,3.39417013535725500758251318977807e-100
-2.8333833383338334,3.61581217058588587434490324883682e-100
-2.8326832683268326,3.85192585188910705008124163902656e-100
-2.831983198319832,4.10345595901450659836480317767828e-100
-2.8312831283128315,4.37140894393364958220479196074440e-100
-2.8305830583058307,4.65685695610800138887560814581431e-100
-2.82988298829883,4.96094213044532581283837801987129e-100
-2.829182918291829,5.28488115508925781719062726323835e-100
-2.8284828482848283,5.62997013729902235620213008996129e-100
-2.827782778277828,5.99758978687304621823063476441846e-100
-2.827082708270827,6.38921093783470564055142175641385e-100
-2.8263826382638264,6.80640043044972124937048198690081e-100
-2.8256825682568256,7.25082737709323663906851577378537e-100
-2.824982498249825,7.72426983700450027511615492951601e-100
-2.8242824282428245,8.22862192661490257293549060227177e-100
-2.8235823582358237,8.76590139386616185750401849640259e-100
-2.822882288228823,9.33825768679313745618953799494605e-100
-2.822182218221822,9.94798054862354803927493904504092e-100
-2.8214821482148214,1.05975091737429982425620800643472e-99
-2.820782078207821,1.12894419611259125759407656924528e-99
-2.8200820082008202,1.20265469042088840639025791139273e-99
-2.8193819381938194,1.28117726587320838185387349553120e-99
-2.8186818681868187,1.36482603327864617319232641242339e-99
-2.817981798179818,1.45393560461821848315155157174785e-99
-2.817281728172817,1.54886243093330236730096270392450e-99
-2.8165816581658167,1.64998622751220440474195738000728e-99
-2.815881588158816,1.75771149207133779796663015313517e-99
-2.815181518151815,1.87246912199648887468700744652682e-99
-2.8144814481448144,1.99471813710849870395640422411903e-99
-2.8137813781378136,2.12494751483761589639235174039310e-99
-2.8130813081308133,2.26367814513902927389423821268751e-99
-2.8123812381238125,2.41146491296334836951327791421068e-99
-2.8116811681168117,2.56889891660134775619082052566960e-99
-2.810981098109811,2.73660983076953168480590598953886e-99
-2.81028102810281,2.91526842387780593034919853233051e-99
-2.8095809580958098,3.10558923953752520362836447602685e-99
-2.808880888088809,3.30833345302671320588988035666982e-99
-2.808180818081808,3.52431191412221948152666135773038e-99
-2.8074807480748074,3.75438838846055777913241137520441e-99
-2.8067806780678066,3.99948301037709643747175582383276e-99
-2.8060806080608063,4.26057596101802631892470450482983e-99
-2.8053805380538055,4.53871138642401651118645905697249e-99
-2.8046804680468047,4.83500157123563923473225176154297e-99
-2.803980398039804,5.15063138469999217095245680650566e-99
-2.803280328032803,5.48686301673901710543297836549092e-99
-2.8025802580258024,5.84504102300076919429116972801283e-99
-2.801880188018802,6.22659769905189144240291268627791e-99
-2.8011801180118012,6.63305880517879590630576178807473e-99
-2.8004800480048004,7.06604966466864820732169210709152e-99
-2.7997799779977997,7.52730165993466721842614758463997e-99
-2.799079907990799,8.01865915243484304004772692447501e-99
-2.7983798379837985,8.54208685402835072509226008476146e-99
-2.7976797679767977,9.09967767921793486445804674026662e-99
-2.796979697969797,9.69366110964260304341690419560864e-99
-2.796279627962796,1.03264121042383406973440310222220e-98
-2.7955795579557954,1.10004605906536449472611099408028e-98
-2.794879487948795,1.17185015758399782484417410894706e-98
-2.7941794179417943,1.24834059161978670958037102978464e-98
-2.7934793479347935,1.32982317903003677014544685882271e-98
-2.7927792779277927,1.41662369200223472368058935996923e-98
-2.792079207920792,1.50908915888873723791828569615262e-98
-2.7913791379137916,1.60758925096310600610483787222103e-98
-2.7906790679067908,1.71251775963716952664834410393214e-98
-2.78997899789979,1.82429417003834521085458327847593e-98
-2.789278927892789,1.94336533723309368513076507085354e-98
-2.7885788578857884,2.07020727179027539228679601646730e-98
-2.787878787878788,2.20532704181674804160051556214306e-98
-2.7871787178717873,2.34926479906079500923575616530011e-98
-2.7864786478647865,2.50259593717537360904781947971927e-98
-2.7857785778577857,2.66593339076116409911750099846677e-98
-2.785078507850785,2.83993008437048172706194041309738e-98
-2.7843784378437846,3.02528154125252391029202357530061e-98
-2.783678367836784,3.22272866225830698510165627295064e-98
-2.782978297829783,3.43306068600203015964885825026891e-98
-2.7822782278227822,3.65711834210050771823970346771716e-98
-2.7815781578157814,3.89579721008323913142092106001367e-98
-2.780878087808781,4.15005129738458489194648764602598e-98
-2.7801780178017803,4.42089685070771060529517128955569e-98
-2.7794779477947795,4.70941641597728238823072815603340e-98
-2.7787778777877787,5.01676316309504674393173514729740e-98
-2.778077807780778,5.34416549276572991382231660035821e-98
-2.7773777377737776,5.69293194378850884435787952813790e-98
-2.776677667766777,6.06445642040887580091023345126610e-98
-2.775977597759776,6.46022376060151520197172415541206e-98
-2.7752775277527753,6.88181566751802898774665125755070e-98
-2.7745774577457745,7.33091702778360571288388312539522e-98
-2.7738773877387737,7.80932264186576029581678364288895e-98
-2.7731773177317733,8.31894439338974753997868934943141e-98
-2.7724772477247726,8.86181888602436479350510428289871e-98
-2.7717771777177718,9.44011557842464558805340299571644e-98
-2.771077107710771,1.00561454497139756890440006067298e-97
-2.77037703770377,1.07123702300985730500711408938694e-97
-2.76967696769677,1.14114122334640549398072126906896e-97
-2.768976897689769,1.21560648312160180256701490870463e-97
-2.7682768276827683,1.29493036091603875675591664329045e-97
-2.7675767576757675,1.37942982519854280263961448291143e-97
-2.7668766876687667,1.46944252027695833452697361054207e-97
-2.7661766176617664,1.56532811480609651696227307546689e-97
-2.7654765476547656,1.66746973823599997399769970559047e-97
-2.764776477647765,1.77627551093359974856328993190213e-97
-2.764076407640764,1.89218017408723969238407227267045e-97
-2.7633763376337632,2.01564682589847560977906726809826e-97
-2.762676267626763,2.14716877099281509043779743521326e-97
-2.761976197619762,2.28727149043100807120758779136145e-97
-2.7612761276127613,2.43651474018291588347824963978726e-97
-2.7605760576057605,2.59549478644268414253735088642679e-97
-2.7598759875987597,2.76484678670446492890586842716875e-97
-2.759175917591759,2.94524732610399156742600444700655e-97
-2.7584758475847586,3.13741711914859198779346678979703e-97
-2.757775777577758,3.34212388761916562811708601702341e-97
-2.757075707570757,3.56018542612946993247052271848147e-97
-2.7563756375637563,3.79247286757809176378839901479010e-97
-2.7556755675567555,4.03991416152638495562118310958707e-97
-2.754975497549755,4.30349777938226954226774826904214e-97
-2.7542754275427543,4.58427666117931256578926063095794e-97
-2.7535753575357536,4.88337241969953343527376314415470e-97
-2.7528752875287528,5.20197981871971536828664370518743e-97
-2.752175217521752,5.54137154325095444495377688662219e-97
-2.7514751475147516,5.90290328080839178410247818193840e-97
-2.750775077507751,6.28801913398888915884392808231277e-97
-2.75007500750075,6.69825738595339796114351100751055e-97
-2.7493749374937493,7.13525664182243328593088183823512e-97
-2.7486748674867485,7.60076237049238167848759238178694e-97
-2.747974797479748,8.09663387297255524200809741298399e-97
-2.7472747274727474,8.62485170505291874220630058779009e-97
-2.7465746574657466,9.18752558391622884948959373007001e-97
-2.745874587458746,9.78690281024512788040622818706034e-97
-2.745174517451745,1.04253772394298520854243691825697e-96
-2.7444744474447447,1.11054988376663285889553703106836e-96
-2.743774377437744,1.18299838610824753864965203278969e-96
-2.743074307430743,1.26017256984931142651948544676831e-96
-2.7423742374237423,1.34238064210542252123225044481048e-96
-2.7416741674167415,1.42995090848942024373214312363149e-96
-2.740974097409741,1.52323308358003609265012694861906e-96
-2.7402740274027404,1.62259968682510565596348575559847e-96
-2.7395739573957396,1.72844752944760029584878375291029e-96
-2.738873887388739,1.84119929828687245505909269890611e-96
-2.738173817381738,1.96130524289389608633847488024740e-96
-2.7374737473747377,2.08924497260992155112324448511958e-96
-2.736773677367737,2.22552937079942208472100024078235e-96
-2.736073607360736,2.37070263387119793614998852639559e-96
-2.7353735373537353,2.52534444322354943358161761483904e-96
-2.7346734673467346,2.69007227877712891708384078605893e-96
-2.733973397339734,2.86554388332340588497935701279641e-96
-2.7332733273327334,3.05245988751989660147524709445722e-96
-2.7325732573257326,3.25156660600242059141886466068681e-96
-2.731873187318732,3.46365901576753621361776192217185e-96
-2.731173117311731,3.68958392870608584338702830931260e-96
-2.7304730473047307,3.93024337094010611607460674081815e-96
-2.72977297729773,4.18659818244549947363064444931384e-96
-2.729072907290729,4.45967185131325249809025048392548e-96
-2.7283728372837284,4.75055459794578671459226725539166e-96
-2.7276727672767276,5.06040772547742956376955795667636e-96
-2.726972697269727,5.39046825376770395086850347683760e-96
-2.7262726272627265,5.74205385545250817454951085852421e-96
-2.7255725572557257,6.11656811373711009314119780790476e-96
-2.724872487248725,6.51550612290006199842767209222535e-96
-2.724172417241724,6.94046045384547048274314530241169e-96
-2.7234723472347233,7.39312750849115399368041470848336e-96
-2.722772277227723,7.87531428833767496628128699388968e-96
-2.722072207220722,8.38894560420858186410880240253264e-96
-2.7213721372137214,8.93607175591036705269152092614777e-96
-2.7206720672067206,9.51887671244530988515927048114866e-96
-2.71997199719972,1.01396868253874882500209991453113e-95
-2.719271927192719,1.08009801101764299852871176030047e-95
-2.7185718571857187,1.15053961323304962977909316508925e-95
-2.717871787178718,1.22557465380119419749816901740469e-95
-2.717171717171717,1.30550262709205283896718838095266e-95
-2.7164716471647163,1.39064255202525992012972783881580e-95
-2.7157715771577156,1.48133424473634946481594652107978e-95
-2.715071507150715,1.57793967418734678059253712266705e-95
-2.7143714371437144,1.68084440612733294620392064295240e-95
-2.7136713671367136,1.79045914115993545288764582062730e-95
-2.712971297129713,1.90722135305009126238280322655153e-95
-2.712271227122712,2.03159703380249191173837342157106e-95
-2.7115711571157117,2.16408255246811220502873553199467e-95
-2.710871087108711,2.30520663509154725204877043572287e-95
-2.71017101710171,2.45553247369031185065610031768271e-95
-2.7094709470947094,2.61565997267604421818818101676206e-95
-2.7087708770877086,2.78622814167304086767625776352832e-95
-2.7080708070807082,2.96791764427197172649324408830890e-95
-2.7073707370737075,3.16145351288166441784369010589776e-95
-2.7066706670667067,3.36760804049928067031502135697779e-95
-2.705970597059706,3.58720386092858858047500749963277e-95
-2.705270527052705,3.82111722972435444058885192458264e-95
-2.7045704570457048,4.07028151894068885362617137293148e-95
-2.703870387038704,4.33569093961714922841475337254458e-95
-2.703170317031703,4.61840450683596893944147541186231e-95
-2.7024702470247024,4.91955026316029300833670901790076e-95
-2.7017701770177016,5.24032977728623979841283982634615e-95
-2.7010701070107013,5.58202293583830388059658684984819e-95
-2.7003700370037005,5.94599304741181196763560119455094e-95
-2.6996699669966997,6.33369227920072211040564274845603e-95
-2.698969896989699,6.74666744788517522587639490565219e-95
-2.698269826982698,7.18656618785619137099563445034735e-95
-2.697569756975698,7.65514352136086977104813468790191e-95
-2.696869686968697,8.15426885675997496658683571887635e-95
-2.696169616961696,8.68593344277708271117576349084438e-95
-2.6954695469546954,9.25225830846152372031307235418156e-95
-2.6947694769476946,9.85550272050031074035440657127938e-95
-2.6940694069406943,1.04980731915832086714599508409024e-94
-2.6933693369336935,1.11825330757281358614061765693151e-94
-2.6926692669266927,1.19116127887955431410541204438374e-94
-2.691969196919692,1.26882206949314844276669553096142e-94
-2.691269126912691,1.35154547023159324184488932396710e-94
-2.690569056905691,1.43966146144232823270307020148039e-94
-2.68986898689869,1.53352152860251145773113688192319e-94
-2.6891689168916892,1.63350006363361156287403110458854e-94
-2.6884688468846885,1.73999585751701741711591877590138e-94
-2.6877687768776877,1.85343369015616899476232977778722e-94
-2.687068706870687,1.97426602382095489321528023289121e-94
-2.6863686368636865,2.10297480692207734905092648460442e-94
-2.6856685668566858,2.24007339530233741683115234405662e-94
-2.684968496849685,2.38610859869976976953899474480002e-94
-2.684268426842684,2.54166286053701820835662633480738e-94
-2.6835683568356834,2.70735657972118582084534467638993e-94
-2.682868286828683,2.88385058370556997853501465657126e-94
-2.6821682168216823,3.07184876266535368462962576262892e-94
-2.6814681468146815,3.27210087528222672118911452078227e-94
-2.6807680768076807,3.48540553731684705961411501283617e-94
-2.68006800680068,3.71261340487476114320936998896786e-94
-2.679367936793679,3.95463056504792473996287327506050e-94
-2.678667866786679,4.21242214743831759270463626527083e-94
-2.677967796779678,4.48701617095457046301719100545750e-94
-2.677267726772677,4.77950764119924521805544446592679e-94
-2.6765676567656764,5.09106291477682559537713864843085e-94
-2.6758675867586756,5.42292434790322262471917494450638e-94
-2.6751675167516753,5.77641524783405895448063967618985e-94
-2.6744674467446745,6.15294514683907195436868016276129e-94
-2.6737673767376737,6.55401541972506219442250140388022e-94
-2.673067306730673,6.98122526728905847729924820391705e-94
-2.672367236723672,7.43627808953164396613484596525890e-94
-2.671667166716672,7.92098827401496424451581837824076e-94
-2.670967096709671,8.43728842641035736901424071754641e-94
-2.6702670267026702,8.98723707202202060012801859338914e-94
-2.6695669566956695,9.57302685897683074894854133688842e-94
-2.6688668866886687,1.01969932957409720068385610760292e-93
-2.6681668166816683,1.08616240577669744479806267590948e-93
-2.6674667466746675,1.15695689003395493518034320700122e-93
-2.6667666766676668,1.23236502170926884160703245832254e-93
-2.666066606660666,1.31268742862569792886601332172887e-93
-2.665366536653665,1.39824432494184199331155376753792e-93
-2.664666466646665,1.48937678704953533795450245859539e-93
-2.663966396639664,1.58644811257530485166219091047838e-93
-2.6632663266326633,1.68984526789537289005614903003083e-93
-2.6625662566256625,1.79998042993151213110486221847119e-93
-2.6618661866186617,1.91729262836498835955426821998342e-93
-2.6611661166116614,2.04224949480931699331352498782308e-93
-2.6604660466046606,2.17534912590717447910052366117699e-93
-2.65976597659766,2.31712206776898386919511778806236e-93
-2.659065906590659,2.46813342965708275004064582409687e-93
-2.658365836583658,2.62898513532966058647149539246043e-93
-2.657665766576658,2.80031832101029843558496657173308e-93
-2.656965696569657,2.98281588953150313564968197175825e-93
-2.6562656265626563,3.17720523081853371071064739050903e-93
-2.6555655565556555,3.38426111955056190907134389953257e-93
-2.6548654865486547,3.60480880153158602454295656459964e-93
-2.6541654165416544,3.83972728106160265778107763331166e-93
-2.6534653465346536,4.08995282239635132108500034736006e-93
-2.652765276527653,4.35648267923354025035592521536391e-93
-2.652065206520652,4.64037906707733357235393809775652e-93
-2.6513651365136512,4.94277339429153547409669653912358e-93
-2.650665066506651,5.26487076868909124446864728244899e-93
-2.64996499649965,5.60795479759757033005940407687876e-93
-2.6492649264926493,5.97339270050623159229342528964447e-93
-2.6485648564856485,6.36264075465425566247714645247803e-93
-2.6478647864786478,6.77725009523113858188293261284837e-93
-2.6471647164716474,7.21887289328254070218732285121945e-93
-2.6464646464646466,7.68926893591281019894751807448807e-93
-2.645764576457646,8.19031263497493835967029132823101e-93
-2.645064506450645,8.72400049215139618256893919548832e-93
-2.6443644364436443,9.29245905013372326908553651877930e-93
-2.6436643664366435,9.89795336155677232019223204528377e-93
-2.642964296429643,1.05428960093897576907685769981407e-92
-2.6422642264226424,1.12298567146937645250289178072624e-92
-2.6415641564156416,1.19615725699811278982778080289171e-92
-2.640864086408641,1.27409589389095690892863278194101e-92
-2.64016401640164,1.35711210656937136084903602063320e-92
-2.6394639463946397,1.44553664404323924652165256260663e-92
-2.638763876387639,1.53972179695772347074935434599151e-92
-2.638063806380638,1.64004280039421671331330204136052e-92
-2.6373637363736373,1.74689932800955421786675439858733e-92
-2.6366636663666365,1.86071708345941024352372364555242e-92
-2.6359635963596357,1.98194949543854072901924729987038e-92
-2.6352635263526354,2.11107952308403737283824478650511e-92
-2.6345634563456346,2.24862157892633218009899695474402e-92
-2.633863386338634,2.39512357703885622524173683284280e-92
-2.633163316331633,2.55116911453878849352017182088971e-92
-2.6324632463246322,2.71737979511741912439225486731963e-92
-2.631763176317632,2.89441770384784052116233736674271e-92
